arquivo,dataset,subset,caminho_relativo,caminho_completo,total_sentencas,total_palavras,total_silabas,media_silabas_por_sentenca,media_silabas_por_palavra
2135.txt,FakeBR_LLM,,2135.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/2135.txt,17,342,824,48.470588235294116,2.409356725146199
2566.txt,FakeBR_LLM,,2566.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/2566.txt,14,353,860,61.42857142857143,2.4362606232294617
178.txt,FakeBR_LLM,,178.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/178.txt,12,271,656,54.666666666666664,2.4206642066420665
686.txt,FakeBR_LLM,,686.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/686.txt,20,384,876,43.8,2.28125
2749.txt,FakeBR_LLM,,2749.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/2749.txt,14,304,756,54.0,2.486842105263158
248.txt,FakeBR_LLM,,248.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/248.txt,8,219,546,68.25,2.493150684931507
1088.txt,FakeBR_LLM,,1088.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/1088.txt,10,231,567,56.7,2.4545454545454546
3568.txt,FakeBR_LLM,,3568.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/3568.txt,11,317,720,65.45454545454545,2.271293375394322
2375.txt,FakeBR_LLM,,2375.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/2375.txt,13,297,762,58.61538461538461,2.5656565656565657
1066.txt,FakeBR_LLM,,1066.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/1066.txt,12,319,739,61.583333333333336,2.316614420062696
1509.txt,FakeBR_LLM,,1509.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/1509.txt,19,459,1004,52.8421052631579,2.187363834422658
294.txt,FakeBR_LLM,,294.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/294.txt,18,297,645,35.833333333333336,2.1717171717171717
191.txt,FakeBR_LLM,,191.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/191.txt,9,248,633,70.33333333333333,2.5524193548387095
117.txt,FakeBR_LLM,,117.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/117.txt,19,489,1188,62.526315789473685,2.4294478527607364
2282.txt,FakeBR_LLM,,2282.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/2282.txt,8,204,488,61.0,2.392156862745098
663.txt,FakeBR_LLM,,663.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/663.txt,19,403,951,50.05263157894737,2.359801488833747
2683.txt,FakeBR_LLM,,2683.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/2683.txt,15,256,611,40.733333333333334,2.38671875
1119.txt,FakeBR_LLM,,1119.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/1119.txt,16,329,746,46.625,2.2674772036474162
811.txt,FakeBR_LLM,,811.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/811.txt,24,409,968,40.333333333333336,2.3667481662591685
3597.txt,FakeBR_LLM,,3597.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/3597.txt,13,374,876,67.38461538461539,2.342245989304813
2849.txt,FakeBR_LLM,,2849.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/2849.txt,9,195,488,54.22222222222222,2.5025641025641026
1013.txt,FakeBR_LLM,,1013.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/1013.txt,14,304,714,51.0,2.348684210526316
621.txt,FakeBR_LLM,,621.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/621.txt,22,453,1072,48.72727272727273,2.3664459161147904
1562.txt,FakeBR_LLM,,1562.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/1562.txt,14,344,811,57.92857142857143,2.3575581395348837
3110.txt,FakeBR_LLM,,3110.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/3110.txt,15,335,829,55.266666666666666,2.4746268656716417
3022.txt,FakeBR_LLM,,3022.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/3022.txt,11,284,683,62.09090909090909,2.4049295774647885
2456.txt,FakeBR_LLM,,2456.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/2456.txt,18,414,932,51.77777777777778,2.251207729468599
1246.txt,FakeBR_LLM,,1246.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/1246.txt,13,266,616,47.38461538461539,2.3157894736842106
1272.txt,FakeBR_LLM,,1272.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/1272.txt,17,400,895,52.64705882352941,2.2375
1621.txt,FakeBR_LLM,,1621.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/1621.txt,12,228,521,43.416666666666664,2.2850877192982457
739.txt,FakeBR_LLM,,739.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/739.txt,15,368,928,61.86666666666667,2.5217391304347827
2597.txt,FakeBR_LLM,,2597.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/2597.txt,25,432,983,39.32,2.275462962962963
1761.txt,FakeBR_LLM,,1761.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/1761.txt,10,240,566,56.6,2.3583333333333334
2058.txt,FakeBR_LLM,,2058.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/2058.txt,11,272,632,57.45454545454545,2.323529411764706
3345.txt,FakeBR_LLM,,3345.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/3345.txt,20,422,994,49.7,2.3554502369668247
362.txt,FakeBR_LLM,,362.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/362.txt,17,345,839,49.35294117647059,2.4318840579710144
321.txt,FakeBR_LLM,,321.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/321.txt,14,361,863,61.642857142857146,2.3905817174515236
2791.txt,FakeBR_LLM,,2791.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/2791.txt,17,409,962,56.588235294117645,2.352078239608802
2799.txt,FakeBR_LLM,,2799.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/2799.txt,15,277,670,44.666666666666664,2.4187725631768955
2839.txt,FakeBR_LLM,,2839.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/2839.txt,17,356,839,49.35294117647059,2.356741573033708
2034.txt,FakeBR_LLM,,2034.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/2034.txt,10,253,610,61.0,2.411067193675889
176.txt,FakeBR_LLM,,176.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/176.txt,18,373,892,49.55555555555556,2.39142091152815
1952.txt,FakeBR_LLM,,1952.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/1952.txt,19,428,1016,53.473684210526315,2.3738317757009346
1757.txt,FakeBR_LLM,,1757.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/1757.txt,11,228,518,47.09090909090909,2.2719298245614037
962.txt,FakeBR_LLM,,962.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/962.txt,21,463,1111,52.904761904761905,2.399568034557235
500.txt,FakeBR_LLM,,500.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/500.txt,19,385,902,47.473684210526315,2.342857142857143
1418.txt,FakeBR_LLM,,1418.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/1418.txt,18,392,910,50.55555555555556,2.3214285714285716
1362.txt,FakeBR_LLM,,1362.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/1362.txt,26,523,1153,44.34615384615385,2.204588910133843
1736.txt,FakeBR_LLM,,1736.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/1736.txt,15,365,881,58.733333333333334,2.4136986301369863
3425.txt,FakeBR_LLM,,3425.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/3425.txt,19,452,1097,57.73684210526316,2.4269911504424777
1204.txt,FakeBR_LLM,,1204.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/1204.txt,19,467,1152,60.63157894736842,2.4668094218415417
2515.txt,FakeBR_LLM,,2515.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/2515.txt,13,266,640,49.23076923076923,2.406015037593985
861.txt,FakeBR_LLM,,861.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/861.txt,24,582,1359,56.625,2.3350515463917527
3504.txt,FakeBR_LLM,,3504.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/3504.txt,14,323,784,56.0,2.4272445820433437
278.txt,FakeBR_LLM,,278.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/278.txt,12,254,618,51.5,2.4330708661417324
3226.txt,FakeBR_LLM,,3226.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/3226.txt,18,445,1035,57.5,2.3258426966292136
878.txt,FakeBR_LLM,,878.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/878.txt,22,357,871,39.59090909090909,2.439775910364146
2244.txt,FakeBR_LLM,,2244.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/2244.txt,10,224,496,49.6,2.2142857142857144
2288.txt,FakeBR_LLM,,2288.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/2288.txt,8,180,435,54.375,2.4166666666666665
2324.txt,FakeBR_LLM,,2324.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/2324.txt,17,376,885,52.05882352941177,2.353723404255319
3027.txt,FakeBR_LLM,,3027.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/3027.txt,8,207,504,63.0,2.4347826086956523
51.txt,FakeBR_LLM,,51.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/51.txt,16,361,870,54.375,2.409972299168975
958.txt,FakeBR_LLM,,958.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/958.txt,13,290,697,53.61538461538461,2.4034482758620688
137.txt,FakeBR_LLM,,137.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/137.txt,12,378,881,73.41666666666667,2.3306878306878307
2074.txt,FakeBR_LLM,,2074.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/2074.txt,19,436,1054,55.473684210526315,2.4174311926605503
1351.txt,FakeBR_LLM,,1351.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/1351.txt,12,310,727,60.583333333333336,2.3451612903225807
3241.txt,FakeBR_LLM,,3241.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/3241.txt,12,296,701,58.416666666666664,2.3682432432432434
3450.txt,FakeBR_LLM,,3450.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/3450.txt,14,239,557,39.785714285714285,2.3305439330543933
1710.txt,FakeBR_LLM,,1710.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/1710.txt,22,467,1039,47.22727272727273,2.2248394004282654
142.txt,FakeBR_LLM,,142.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/142.txt,19,369,858,45.1578947368421,2.3252032520325203
3458.txt,FakeBR_LLM,,3458.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/3458.txt,18,379,917,50.94444444444444,2.4195250659630605
2239.txt,FakeBR_LLM,,2239.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/2239.txt,17,387,940,55.294117647058826,2.4289405684754524
1207.txt,FakeBR_LLM,,1207.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/1207.txt,11,219,522,47.45454545454545,2.3835616438356166
2591.txt,FakeBR_LLM,,2591.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/2591.txt,16,465,1121,70.0625,2.410752688172043
1126.txt,FakeBR_LLM,,1126.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/1126.txt,12,300,731,60.916666666666664,2.4366666666666665
2888.txt,FakeBR_LLM,,2888.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/2888.txt,22,496,1129,51.31818181818182,2.276209677419355
1810.txt,FakeBR_LLM,,1810.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/1810.txt,11,301,744,67.63636363636364,2.471760797342193
1653.txt,FakeBR_LLM,,1653.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/1653.txt,10,158,367,36.7,2.3227848101265822
36.txt,FakeBR_LLM,,36.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/36.txt,13,372,888,68.3076923076923,2.3870967741935485
2859.txt,FakeBR_LLM,,2859.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/2859.txt,9,189,475,52.77777777777778,2.513227513227513
2410.txt,FakeBR_LLM,,2410.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/2410.txt,16,460,1088,68.0,2.365217391304348
1493.txt,FakeBR_LLM,,1493.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/1493.txt,9,249,626,69.55555555555556,2.5140562248995986
3230.txt,FakeBR_LLM,,3230.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/3230.txt,19,456,1096,57.68421052631579,2.4035087719298245
2989.txt,FakeBR_LLM,,2989.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/2989.txt,10,347,784,78.4,2.2593659942363113
1525.txt,FakeBR_LLM,,1525.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/1525.txt,18,362,855,47.5,2.361878453038674
3469.txt,FakeBR_LLM,,3469.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/3469.txt,16,440,1034,64.625,2.35
2790.txt,FakeBR_LLM,,2790.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/2790.txt,14,322,766,54.714285714285715,2.37888198757764
2392.txt,FakeBR_LLM,,2392.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/2392.txt,16,368,887,55.4375,2.410326086956522
2590.txt,FakeBR_LLM,,2590.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/2590.txt,13,322,760,58.46153846153846,2.360248447204969
2759.txt,FakeBR_LLM,,2759.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/2759.txt,9,211,496,55.111111111111114,2.3507109004739335
1794.txt,FakeBR_LLM,,1794.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/1794.txt,20,448,1058,52.9,2.361607142857143
1654.txt,FakeBR_LLM,,1654.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/1654.txt,14,367,900,64.28571428571429,2.4523160762942777
929.txt,FakeBR_LLM,,929.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/929.txt,23,511,1221,53.08695652173913,2.3894324853228963
402.txt,FakeBR_LLM,,402.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/402.txt,26,538,1256,48.30769230769231,2.3345724907063197
2001.txt,FakeBR_LLM,,2001.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/2001.txt,15,280,689,45.93333333333333,2.460714285714286
1703.txt,FakeBR_LLM,,1703.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/Fake.Br/1703.txt,34,474,1129,33.205882352941174,2.3818565400843883
